#list 1
ATOM Q     103.000000   1.000000   0.000000   0.609438   0.426141   0.558687
CON U[11]=   0.088822   0.077446   0.113397  -0.036435   0.035799  -0.010990
CON SPARE=       1.00          3          0          0       0   
ATOM Q     104.000000   1.000000   0.000000   0.576578   0.310899   0.459467
CON U[11]=   0.031164   0.063380   0.069172   0.010629   0.000721   0.000149
CON SPARE=       1.00          3          0          0       0   
ATOM Q     105.000000   1.000000   0.000000   0.651661   0.281912   0.560233
CON U[11]=   0.038048   0.082212   0.071273  -0.020229  -0.005718   0.012477
CON SPARE=       1.00          3          0          0       0   
ATOM Q     106.000000   1.000000   0.000000   0.479060   0.257929   0.402721
CON U[11]=   0.032481   0.055304   0.064239   0.006335   0.008851   0.006162
CON SPARE=       1.00          3          0          0       0   
ATOM Q     107.000000   1.000000   0.000000   0.395870   0.233702   0.481329
CON U[11]=   0.035828   0.081857   0.078674  -0.009212   0.019421  -0.004325
CON SPARE=       1.00          3          0          0       0   
ATOM Q     108.000000   1.000000   0.000000   0.551550   0.201764   0.351432
CON U[11]=   0.050370   0.051020   0.050052   0.001597   0.008297   0.003204
CON SPARE=       1.00          3          0          0       0   
ATOM Q     109.000000   1.000000   0.000000   0.550315   0.133223   0.390379
CON U[11]=   0.052559   0.071109   0.075690   0.001756   0.023889  -0.008493
CON SPARE=       1.00          3          0          0       0   
ATOM Q     110.000000   1.000000   0.000000   0.611055   0.082855   0.333149
CON U[11]=   0.050957   0.035883   0.092005  -0.001627   0.015044   0.006006
CON SPARE=       1.00          3          0          0       0   
ATOM Q     111.000000   1.000000   0.000000   0.675241   0.097675   0.242979
CON U[11]=   0.062726   0.063814   0.058840  -0.016394   0.004619  -0.007690
CON SPARE=       1.00          3          0          0       0   
ATOM Q     112.000000   1.000000   0.000000   0.679045   0.163340   0.204413
CON U[11]=   0.052659   0.060292   0.051930  -0.007613   0.002196   0.001266
CON SPARE=       1.00          3          0          0       0   
ATOM Q     113.000000   1.000000   0.000000   0.618201   0.213537   0.259148
CON U[11]=   0.046954   0.052937   0.034499  -0.000982   0.002609  -0.000406
CON SPARE=       1.00          3          0          0       0   
ATOM Q     114.000000   1.000000   0.000000   0.182785   0.077185   0.413058
CON U[11]=   0.077643   0.070695   0.088146  -0.003807   0.026297   0.015606
CON SPARE=       1.00          3          0          0       0   
ATOM Q     115.000000   1.000000   0.000000   0.060799   0.094652   0.423038
CON U[11]=   0.070496   0.053430   0.065737  -0.004849   0.001013   0.006308
CON SPARE=       1.00          3          0          0       0   
ATOM Q     116.000000   1.000000   0.000000   0.019349   0.135604   0.517131
CON U[11]=   0.045506   0.055781   0.056454   0.006700  -0.002918   0.005646
CON SPARE=       1.00          3          0          0       0   
ATOM Q     117.000000   1.000000   0.000000   0.923400   0.093324   0.579610
CON U[11]=   0.072479   0.074141   0.080745   0.019670   0.021517   0.006505
CON SPARE=       1.00          3          0          0       0   
ATOM Q     118.000000   1.000000   0.000000   0.948113   0.201323   0.464902
CON U[11]=   0.026140   0.065126   0.040698  -0.003261   0.000599   0.001554
CON SPARE=       1.00          3          0          0       0   
ATOM Q     119.000000   1.000000   0.000000   0.898328   0.240732   0.554578
CON U[11]=   0.051278   0.077826   0.055106   0.005420   0.023440   0.019362
CON SPARE=       1.00          3          0          0       0   
ATOM Q     120.000000   1.000000   0.000000   0.040190   0.248320   0.408709
CON U[11]=   0.036024   0.058963   0.037513  -0.006924   0.004775  -0.000840
CON SPARE=       1.00          3          0          0       0   
ATOM Q     121.000000   1.000000   0.000000   0.143778   0.274254   0.495637
CON U[11]=   0.031903   0.072817   0.061694  -0.002474  -0.002490   0.001151
CON SPARE=       1.00          3          0          0       0   
ATOM Q     122.000000   1.000000   0.000000   0.962825   0.305735   0.342493
CON U[11]=   0.031027   0.065648   0.055363   0.014405   0.005658  -0.001734
CON SPARE=       1.00          3          0          0       0   
ATOM Q     123.000000   1.000000   0.000000   0.934450   0.366651   0.394994
CON U[11]=   0.050131   0.049444   0.065737   0.003103   0.012192   0.005357
CON SPARE=       1.00          3          0          0       0   
ATOM Q     124.000000   1.000000   0.000000   0.860390   0.416566   0.331468
CON U[11]=   0.059266   0.056743   0.106983   0.014751   0.020056   0.007708
CON SPARE=       1.00          3          0          0       0   
ATOM Q     125.000000   1.000000   0.000000   0.814168   0.407724   0.212966
CON U[11]=   0.061584   0.070757   0.116384   0.046537  -0.011485   0.002337
CON SPARE=       1.00          3          0          0       0   
ATOM Q     126.000000   1.000000   0.000000   0.843013   0.350243   0.160835
CON U[11]=   0.067291   0.103738   0.073278   0.044149  -0.016552  -0.020820
CON SPARE=       1.00          3          0          0       0   
ATOM Q     127.000000   1.000000   0.000000   0.917835   0.298577   0.222815
CON U[11]=   0.048323   0.070587   0.045583   0.012694  -0.009569  -0.011503
CON SPARE=       1.00          3          0          0       0   
ATOM Q     128.000000   1.000000   0.000000   0.787312   0.096721   0.910071
CON U[11]=   0.068909   0.054732   0.089471   0.018891   0.011705   0.022811
CON SPARE=       1.00          3          0          0       0   
ATOM Q     129.000000   1.000000   0.000000   0.662851   0.110059   0.894631
CON U[11]=   0.073404   0.035698   0.057232   0.003437   0.026845   0.008389
CON SPARE=       1.00          3          0          0       0   
ATOM Q     130.000000   1.000000   0.000000   0.583589   0.142831   0.787090
CON U[11]=   0.054434   0.051391   0.045880  -0.006038   0.018086   0.003703
CON SPARE=       1.00          3          0          0       0   
ATOM Q     131.000000   1.000000   0.000000   0.478597   0.093580   0.726279
CON U[11]=   0.093006   0.061625   0.075307  -0.026989   0.011522  -0.003991
CON SPARE=       1.00          3          0          0       0   
ATOM Q     132.000000   1.000000   0.000000   0.517756   0.208613   0.819833
CON U[11]=   0.036141   0.043735   0.048206  -0.007356   0.008666   0.000734
CON SPARE=       1.00          3          0          0       0   
ATOM Q     133.000000   1.000000   0.000000   0.442076   0.238823   0.717985
CON U[11]=   0.038923   0.076624   0.051696  -0.007047  -0.005152   0.010406
CON SPARE=       1.00          3          0          0       0   
ATOM Q     134.000000   1.000000   0.000000   0.617849   0.262448   0.876980
CON U[11]=   0.030551   0.043405   0.047536   0.000888   0.003264   0.003475
CON SPARE=       1.00          3          0          0       0   
ATOM Q     135.000000   1.000000   0.000000   0.698654   0.285283   0.796658
CON U[11]=   0.032807   0.067689   0.073404  -0.000553   0.019978   0.002838
CON SPARE=       1.00          3          0          0       0   
ATOM Q     136.000000   1.000000   0.000000   0.548903   0.321978   0.927751
CON U[11]=   0.029348   0.040306   0.043602   0.002408  -0.003704   0.003180
CON SPARE=       1.00          3          0          0       0   
ATOM Q     137.000000   1.000000   0.000000   0.561586   0.388896   0.891606
CON U[11]=   0.047519   0.042866   0.074955   0.004886   0.006666   0.002823
CON SPARE=       1.00          3          0          0       0   
ATOM Q     138.000000   1.000000   0.000000   0.501827   0.442240   0.943387
CON U[11]=   0.078330   0.037467   0.088546   0.003253   0.008971  -0.003459
CON SPARE=       1.00          3          0          0       0   
ATOM Q     139.000000   1.000000   0.000000   0.430774   0.429116   0.032779
CON U[11]=   0.058376   0.050374   0.079779  -0.021560   0.004322   0.009788
CON SPARE=       1.00          3          0          0       0   
ATOM Q     140.000000   1.000000   0.000000   0.419855   0.363129   0.067945
CON U[11]=   0.061228   0.057841   0.046286  -0.011517   0.004130   0.007871
CON SPARE=       1.00          3          0          0       0   
ATOM Q     141.000000   1.000000   0.000000   0.476850   0.310045   0.016503
CON U[11]=   0.049277   0.042555   0.046355  -0.000846  -0.000528   0.005907
CON SPARE=       1.00          3          0          0       0   
END                                                                             
#disp
end
#USE LAST
